timestamp,lap,vehicle_id,steering_angle,accx_can,accy_can,ath,gear,nmot,pbrake_f,pbrake_r,speed
2025-08-15T01:29:07.962Z,1,GR86-016-55,2.8000000000000003,0.037,0.063,28.78,1.0,6177.0,8.33,8.455,
2025-08-15T01:29:08.005Z,1,GR86-016-55,2.8000000000000003,0.037,0.027,29.59,1.0,,8.09,8.27,83.44
2025-08-15T01:29:08.048Z,1,GR86-016-55,2.7,0.059,0.062,29.91,1.0,,8.33,8.425,
2025-08-15T01:29:08.091Z,1,GR86-016-55,2.7,0.087,0.023,30.04,1.0,,7.98,7.890000000000001,
2025-08-15T01:29:08.135Z,1,GR86-016-55,2.7,0.071,0.062,30.14,1.0,,8.01,8.425,
2025-08-15T01:29:08.178Z,1,GR86-016-55,2.7,0.072,0.019,30.94,1.0,6190.0,7.98,8.040000000000001,
2025-08-15T01:29:08.221Z,1,GR86-016-55,2.7,0.073,0.048,31.33,1.0,,8.21,8.425,83.54
2025-08-15T01:29:08.264Z,1,GR86-016-55,2.7,0.057,0.006,31.49,1.0,,7.98,8.09,
2025-08-15T01:29:08.350Z,1,GR86-016-55,2.7,0.069,0.039,31.69,1.0,,8.3,8.425,
2025-08-15T01:29:08.393Z,1,GR86-016-55,2.7,0.086,0.05,31.74,1.0,6199.0,8.545,8.76,
2025-08-15T01:29:08.436Z,1,GR86-016-55,2.7,0.083,0.024,31.72,1.0,,8.455,8.425,83.73
2025-08-15T01:29:08.478Z,1,GR86-016-55,2.7,0.074,0.051,31.72,1.0,,8.67,9.005,
2025-08-15T01:29:08.522Z,1,GR86-016-55,2.7,0.062,0.017,31.68,1.0,,8.36,8.425,
2025-08-15T01:29:08.565Z,1,GR86-016-55,2.7,0.069,0.055,31.65,1.0,,8.425,8.76,
2025-08-15T01:29:08.608Z,1,GR86-016-55,2.7,0.073,0.026,31.62,1.0,6205.0,8.33,8.425,
2025-08-15T01:29:08.651Z,1,GR86-016-55,2.7,0.078,0.06,31.57,1.0,,8.67,8.76,83.95
2025-08-15T01:29:08.694Z,1,GR86-016-55,2.7,0.068,0.023,31.43,1.0,,8.635,8.425,
2025-08-15T01:29:08.737Z,1,GR86-016-55,2.7,0.061,0.06,31.21,1.0,,8.76,9.065,
2025-08-15T01:29:08.780Z,1,GR86-016-55,2.7,0.064,0.032,30.35,1.0,,8.700000000000001,8.76,
2025-08-15T01:29:08.823Z,1,GR86-016-55,2.7,0.067,0.058,29.56,1.0,6237.0,9.4,9.49,
2025-08-15T01:29:08.866Z,1,GR86-016-55,2.7,0.047,0.029,29.47,1.0,,10.025,9.845,84.24
2025-08-15T01:29:08.908Z,1,GR86-016-55,2.7,0.028,0.049,29.69,1.0,,11.155,10.985,
2025-08-15T01:29:08.952Z,1,GR86-016-55,2.7,0.005,0.017,29.73,1.0,,12.115,11.81,
2025-08-15T01:29:08.995Z,1,GR86-016-55,2.7,-0.018,0.042,29.76,1.0,,12.56,12.62,
2025-08-15T01:29:09.038Z,1,GR86-016-55,2.6,-0.017,0.004,29.75,1.0,6273.0,12.805,12.62,
2025-08-15T01:29:09.081Z,1,GR86-016-55,2.6,-0.014,0.04,29.71,1.0,,13.245,13.335,84.5
2025-08-15T01:29:09.124Z,1,GR86-016-55,2.6,-0.016,0.007,29.68,1.0,,12.895,12.74,
2025-08-15T01:29:09.167Z,1,GR86-016-55,2.6,-0.015,0.022,29.59,1.0,,13.245,13.335,
2025-08-15T01:29:09.210Z,1,GR86-016-55,2.6,-0.007,0.002,29.49,1.0,,12.955,12.955,
2025-08-15T01:29:09.252Z,1,GR86-016-55,2.6,-0.022,0.033,29.43,1.0,6261.0,13.08,13.275,
2025-08-15T01:29:09.296Z,1,GR86-016-55,2.6,-0.02,0.002,29.44,1.0,,13.08,12.955,84.57000000000001
2025-08-15T01:29:09.340Z,1,GR86-016-55,2.6,-0.03,0.019,29.61,1.0,,13.245,13.335,
2025-08-15T01:29:09.383Z,1,GR86-016-55,2.6,-0.032,0.01,29.71,1.0,,12.985,12.955,
2025-08-15T01:29:09.426Z,1,GR86-016-55,2.6,-0.026,0.035,30.14,1.0,,13.43,13.52,
2025-08-15T01:29:09.468Z,1,GR86-016-55,2.6,-0.023,0.028,30.53,1.0,6223.0,13.08,12.955,
2025-08-15T01:29:09.512Z,1,GR86-016-55,2.6,-0.016,0.04,30.88,1.0,,12.955,13.08,84.29
2025-08-15T01:29:09.555Z,1,GR86-016-55,2.6,-0.009,0.02,31.22,1.0,,12.775,12.74,
2025-08-15T01:29:09.598Z,1,GR86-016-55,2.6,-0.012,0.033,31.34,1.0,,12.925,13.14,
2025-08-15T01:29:09.641Z,1,GR86-016-55,2.6,-0.009,0.017,31.37,1.0,,12.56,12.62,
2025-08-15T01:29:09.687Z,1,GR86-016-55,2.6,-0.007,0.034,31.4,1.0,6212.0,13.015,13.37,
2025-08-15T01:29:09.732Z,1,GR86-016-55,2.6,0.006,0.023,31.36,1.0,,12.895,12.895,83.88
2025-08-15T01:29:09.775Z,1,GR86-016-55,2.6,-0.007,0.051,31.33,1.0,,13.245,13.245,
2025-08-15T01:29:09.818Z,1,GR86-016-55,2.6,-0.008,0.022,31.27,1.0,,13.11,12.955,
