timestamp,lap,vehicle_id,steering_angle,accx_can,accy_can,ath,gear,nmot,pbrake_f,pbrake_r,speed
2025-03-28T03:02:39.634Z,7,GR86-036-098,9.6,0.162,0.308,99.99,4.0,6624.0,0.0,0.0,168.11
2025-03-28T03:02:39.722Z,7,GR86-036-098,9.6,0.152,0.358,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:39.811Z,7,GR86-036-098,12.0,0.162,0.386,100.0,4.0,,0.0,0.0,
2025-03-28T03:02:39.854Z,7,GR86-036-098,17.900000000000002,0.149,0.428,100.0,4.0,6662.0,0.0,0.0,169.29
2025-03-28T03:02:39.898Z,7,GR86-036-098,19.0,0.152,0.467,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:39.942Z,7,GR86-036-098,19.0,0.178,0.507,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:39.986Z,7,GR86-036-098,19.0,0.177,0.545,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:40.033Z,7,GR86-036-098,19.1,0.181,0.5690000000000001,100.0,4.0,,0.0,0.0,
2025-03-28T03:02:40.076Z,7,GR86-036-098,19.1,0.161,0.585,100.03,4.0,6696.0,0.0,0.0,170.44
2025-03-28T03:02:40.121Z,7,GR86-036-098,19.1,0.166,0.587,100.0,4.0,,0.0,0.0,
2025-03-28T03:02:40.165Z,7,GR86-036-098,19.1,0.166,0.584,100.0,4.0,,0.0,0.0,
2025-03-28T03:02:40.255Z,7,GR86-036-098,19.1,0.172,0.618,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:40.300Z,7,GR86-036-098,19.1,0.167,0.601,100.02,4.0,6754.0,0.0,0.0,171.44
2025-03-28T03:02:40.344Z,7,GR86-036-098,19.1,0.163,0.605,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:40.388Z,7,GR86-036-098,19.0,0.175,0.614,100.0,4.0,,0.0,0.0,
2025-03-28T03:02:40.433Z,7,GR86-036-098,19.1,0.162,0.605,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:40.477Z,7,GR86-036-098,19.1,0.171,0.599,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:40.522Z,7,GR86-036-098,20.1,0.177,0.611,100.0,4.0,6837.0,0.0,0.0,173.5
2025-03-28T03:02:40.565Z,7,GR86-036-098,20.200000000000003,0.164,0.61,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:40.611Z,7,GR86-036-098,20.4,0.164,0.616,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:40.655Z,7,GR86-036-098,21.3,0.167,0.646,100.03,4.0,,0.0,0.0,
2025-03-28T03:02:40.702Z,7,GR86-036-098,23.200000000000003,0.157,0.709,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:40.745Z,7,GR86-036-098,24.4,0.149,0.732,100.01,4.0,6882.0,0.0,0.0,174.47
2025-03-28T03:02:40.790Z,7,GR86-036-098,26.4,0.158,0.737,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:40.834Z,7,GR86-036-098,28.700000000000003,0.158,0.75,100.03,4.0,,0.0,0.0,
2025-03-28T03:02:40.878Z,7,GR86-036-098,30.6,0.143,0.809,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:40.922Z,7,GR86-036-098,31.0,0.168,0.884,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:40.966Z,7,GR86-036-098,31.0,0.158,0.886,100.0,4.0,6925.0,0.0,0.0,175.36
2025-03-28T03:02:41.011Z,7,GR86-036-098,31.0,0.156,0.896,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:41.054Z,7,GR86-036-098,31.0,0.129,0.93,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:41.098Z,7,GR86-036-098,31.0,0.129,0.957,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:41.142Z,7,GR86-036-098,31.0,0.156,0.948,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:41.186Z,7,GR86-036-098,31.0,0.176,0.954,100.0,4.0,6979.0,0.0,0.0,176.17000000000002
2025-03-28T03:02:41.233Z,7,GR86-036-098,31.0,0.156,1.003,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:41.276Z,7,GR86-036-098,31.0,0.187,1.032,100.02,4.0,,0.0,0.0,
2025-03-28T03:02:41.322Z,7,GR86-036-098,31.0,0.149,1.067,100.03,4.0,,0.0,0.0,
2025-03-28T03:02:41.365Z,7,GR86-036-098,31.0,0.127,1.032,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:41.411Z,7,GR86-036-098,31.0,0.126,0.99,100.03,4.0,6997.0,0.0,0.0,176.91
2025-03-28T03:02:41.455Z,7,GR86-036-098,31.0,0.135,0.932,100.03,4.0,,0.0,0.0,
2025-03-28T03:02:41.501Z,7,GR86-036-098,34.4,0.177,0.937,100.03,4.0,,0.0,0.0,
2025-03-28T03:02:41.544Z,7,GR86-036-098,40.1,0.18,0.863,100.0,4.0,,0.0,0.0,
2025-03-28T03:02:41.588Z,7,GR86-036-098,41.400000000000006,0.116,0.927,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:41.634Z,7,GR86-036-098,41.400000000000006,0.115,0.955,100.01,4.0,7005.0,0.0,0.0,177.8
2025-03-28T03:02:41.677Z,7,GR86-036-098,38.5,0.184,0.985,100.0,4.0,,0.0,0.0,
2025-03-28T03:02:41.721Z,7,GR86-036-098,29.9,0.125,1.001,100.0,4.0,,0.0,0.0,
2025-03-28T03:02:41.765Z,7,GR86-036-098,28.700000000000003,0.146,1.055,100.01,4.0,,0.0,0.0,
2025-03-28T03:02:41.811Z,7,GR86-036-098,28.700000000000003,0.125,1.069,100.0,4.0,,0.0,0.0,
2025-03-28T03:02:41.855Z,7,GR86-036-098,28.700000000000003,0.139,1.077,100.01,4.0,7059.0,0.0,0.0,178.28
2025-03-28T03:02:41.901Z,7,GR86-036-098,28.700000000000003,0.17,1.132,100.03,4.0,,0.0,0.0,
2025-03-28T03:02:41.944Z,7,GR86-036-098,31.4,0.154,1.002,100.0,4.0,,0.0,0.0,
